,Unnamed: 0,votes,eevp,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd,effective_vote_split,dem_votes,rep_votes,votes_change,split_change,rep_votes_change,dem_votes_change,dem_share,rep_share
1074,1074,10695506,91,2020-11-04T01:49:55Z,florida,11100000,4617886,8474179,9501617,0.507,0.483,0,51.21212121212121,5165929.398,5422621.542,409,0.0,207.3629999998957,197.54700000025332,0.4830000000006194,0.506999999999745
1075,1075,10695548,91,2020-11-04T01:50:11Z,florida,11100000,4617886,8474179,9501617,0.507,0.483,0,51.21212121212121,5165949.683999999,5422642.836,42,0.0,21.29399999976158,20.285999999381602,0.4829999999852762,0.5069999999943233
1076,1076,10695553,91,2020-11-04T01:50:27Z,florida,11100000,4617886,8474179,9501617,0.507,0.483,0,51.21212121212121,5165952.098999999,5422645.371,5,0.0,2.5350000001490116,2.415000000037253,0.4830000000074506,0.5070000000298023
1077,1077,10698039,91,2020-11-04T01:50:48Z,florida,11100000,4617886,8474179,9501617,0.507,0.483,0,51.21212121212121,5167152.837,5423905.773,2486,0.0,1260.401999999769,1200.738000000827,0.48300000000033266,0.5069999999999071
1078,1078,10720188,92,2020-11-04T01:57:51Z,florida,11100000,4617886,8474179,9501617,0.508,0.48200000000000004,0,51.313131313131315,5167130.616,5445855.504,22149,0.10101010101010388,21949.73099999968,-22.220999999903142,-0.0010032507110886786,0.9910032507110785
1079,1079,10720977,92,2020-11-04T01:58:23Z,florida,11100000,4617886,8474179,9501617,0.508,0.48200000000000004,0,51.313131313131315,5167510.914000001,5446256.316,789,0.0,400.81199999991804,380.29800000041723,0.48200000000052884,0.5079999999998961
1080,1080,10787415,92,2020-11-04T02:02:24Z,florida,11100000,4617886,8474179,9501617,0.51,0.48100000000000004,0,51.463168516649844,5188746.615,5501581.65,66438,0.15003720351852934,55325.33400000073,21235.70099999942,0.31963185225321983,0.8327362954935539
1081,1081,10787426,92,2020-11-04T02:02:56Z,florida,11100000,4617886,8474179,9501617,0.51,0.48100000000000004,0,51.463168516649844,5188751.906,5501587.26,11,0.0,5.6099999994039536,5.291000000201166,0.4810000000182878,0.5099999999458139
1082,1082,10787781,92,2020-11-04T02:03:17Z,florida,11100000,4617886,8474179,9501617,0.51,0.48100000000000004,0,51.463168516649844,5188922.661,5501768.3100000005,355,0.0,181.05000000074506,170.75499999988824,0.4809999999996852,0.5100000000020988
1083,1083,10788007,92,2020-11-04T02:03:47Z,florida,11100000,4617886,8474179,9501617,0.51,0.48100000000000004,0,51.463168516649844,5189031.367000001,5501883.57,226,0.0,115.25999999977648,108.70600000023842,0.481000000001055,0.509999999999011
1084,1084,10794836,92,2020-11-04T02:05:25Z,florida,11100000,4617886,8474179,9501617,0.51,0.48100000000000004,0,51.463168516649844,5192316.116,5505366.36,6829,0.0,3482.7900000000373,3284.748999999836,0.480999999999976,0.5100000000000054
1085,1085,10800056,92,2020-11-04T02:07:06Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5184026.88,5508028.5600000005,5220,0.05198299850167132,2662.2000000001863,-8289.2360000005,-1.5879762452108237,0.5100000000000356
1086,1086,10800100,92,2020-11-04T02:08:04Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5184048.0,5508051.0,44,0.0,22.43999999947846,21.12000000011176,0.48000000000253995,0.5099999999881468
1087,1087,10824266,93,2020-11-04T02:09:10Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5195647.68,5520375.66,24166,0.0,12324.660000000149,11599.679999999702,0.47999999999998766,0.5100000000000061
1088,1088,10851692,93,2020-11-04T02:10:49Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5208812.16,5534362.92,27426,0.0,13987.259999999776,13164.480000000447,0.4800000000000163,0.5099999999999919
1089,1089,10851741,93,2020-11-04T02:11:02Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5208835.68,5534387.91,49,0.0,24.990000000223517,23.519999999552965,0.47999999999087684,0.5100000000045616
1090,1090,10854891,93,2020-11-04T02:11:52Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5210347.68,5535994.41,3150,0.0,1606.5,1512.0,0.48,0.51
1091,1091,10855663,93,2020-11-04T02:13:48Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5210718.24,5536388.13,772,0.0,393.71999999973923,370.56000000052154,0.48000000000067555,0.5099999999996622
1092,1092,10856723,93,2020-11-04T02:14:54Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5211227.04,5536928.73,1060,0.0,540.6000000005588,508.79999999981374,0.4799999999998243,0.5100000000005271
1093,1093,10866185,93,2020-11-04T02:18:37Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5215768.8,5541754.350000001,9462,0.0,4825.620000000112,4541.7599999997765,0.4799999999999764,0.5100000000000118
1094,1094,10866637,93,2020-11-04T02:22:03Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5215985.76,5541984.87,452,0.0,230.51999999955297,216.95999999996275,0.4799999999999176,0.509999999999011
1095,1095,10872094,93,2020-11-04T02:23:16Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5218605.12,5544767.94,5457,0.0,2783.070000000298,2619.3600000003353,0.48000000000006143,0.5100000000000546
1096,1096,10880727,93,2020-11-04T02:26:09Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5222748.96,5549170.7700000005,8633,0.0,4402.8300000000745,4143.839999999851,0.4799999999999827,0.5100000000000087
1097,1097,10881116,93,2020-11-04T02:26:57Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5222935.68,5549369.16,389,0.0,198.38999999966472,186.71999999973923,0.47999999999932963,0.5099999999991381
1098,1098,10881955,93,2020-11-04T02:27:12Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5223338.399999999,5549797.05,839,0.0,427.8899999996647,402.71999999973923,0.4799999999996892,0.5099999999996004
1099,1099,10882052,93,2020-11-04T02:27:40Z,florida,11100000,4617886,8474179,9501617,0.51,0.48,0,51.515151515151516,5223384.96,5549846.5200000005,97,0.0,49.47000000067055,46.56000000052154,0.4800000000053767,0.5100000000069129
1100,1100,10915001,93,2020-11-04T02:40:10Z,florida,11100000,4617886,8474179,9501617,0.511,0.479,0,51.61616161616162,5228285.478999999,5577565.511,32949,0.10101010101010388,27718.990999999456,4900.518999999389,0.14873043187955293,0.841269568120412
1101,1101,10920511,93,2020-11-04T02:40:20Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5220004.257999999,5591301.632,5510,0.10101010101009678,13736.121000000276,-8281.220999999903,-1.502943920145173,2.492943920145241
1102,1102,10920512,93,2020-11-04T02:41:35Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5220004.736,5591302.144,1,0.0,0.5120000001043081,0.4780000001192093,0.4780000001192093,0.5120000001043081
1103,1103,10922583,93,2020-11-04T02:41:59Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5220994.674,5592362.496,2071,0.0,1060.3519999999553,989.938000000082,0.47800000000003956,0.5119999999999784
1104,1104,10924603,93,2020-11-04T02:42:57Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5221960.234,5593396.7360000005,2020,0.0,1034.2400000002235,965.5600000005215,0.47800000000025816,0.5120000000001107
1105,1105,10924613,93,2020-11-04T02:43:18Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5221965.0139999995,5593401.856,10,0.0,5.119999999180436,4.779999999329448,0.4779999999329448,0.5119999999180436
1106,1106,10925115,93,2020-11-04T02:44:02Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5222204.97,5593658.88,502,0.0,257.0240000002086,239.95600000023842,0.47800000000047493,0.5120000000004156
1107,1107,10925478,93,2020-11-04T02:46:38Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5222378.484,5593844.7360000005,363,0.0,185.85600000061095,173.51400000043213,0.4780000000011905,0.512000000001683
1108,1108,10929987,93,2020-11-04T02:49:51Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5224533.785999999,5596153.3440000005,4509,0.0,2308.6080000000075,2155.3019999992102,0.47799999999982484,0.5120000000000017
1109,1109,10930091,93,2020-11-04T02:51:09Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5224583.498,5596206.592,104,0.0,53.247999999672174,49.71200000029057,0.47800000000279397,0.5119999999968479
1110,1110,10931707,93,2020-11-04T02:51:28Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5225355.9459999995,5597033.984,1616,0.0,827.3919999999925,772.4479999998584,0.4779999999999124,0.5119999999999953
1111,1111,10931958,93,2020-11-04T02:52:22Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5214543.966,5597162.496,251,0.052292387984998356,128.5120000001043,-10811.979999999516,-43.07561752987855,0.5120000000004156
1112,1112,10932881,93,2020-11-04T02:54:49Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5214984.237000001,5597635.072,923,0.0,472.57599999941885,440.2710000006482,0.47700000000070225,0.5119999999993704
1113,1113,10933479,93,2020-11-04T02:55:06Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5215269.483,5597941.248,598,0.0,306.17599999997765,285.24599999934435,0.4769999999989036,0.5119999999999626
1114,1114,10939376,93,2020-11-04T02:57:05Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5218082.352,5600960.512,5897,0.0,3019.264000000432,2812.868999999948,0.47699999999999115,0.5120000000000733
1115,1115,10941669,94,2020-11-04T03:01:53Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5219176.113000001,5602134.528,2293,0.0,1174.0159999998286,1093.7610000008717,0.4770000000003802,0.5119999999999253
1116,1116,10951818,94,2020-11-04T03:03:06Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5234969.004,5607330.816000001,10149,-0.052292387984998356,5196.288000000641,15792.890999998897,1.5561031628730808,0.5120000000000632
1117,1117,10951964,94,2020-11-04T03:16:51Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5235038.791999999,5607405.568,146,0.0,74.7519999993965,69.78799999970943,0.4779999999980098,0.5119999999958664
1118,1118,10957826,94,2020-11-04T03:18:15Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5237840.828,5610406.9120000005,5862,0.0,3001.3440000005066,2802.036000000313,0.4780000000000534,0.5120000000000864
1119,1119,10962206,94,2020-11-04T03:21:10Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5239934.467999999,5612649.472,4380,0.0,2242.55999999959,2093.6399999996647,0.47799999999992343,0.5119999999999064
1120,1120,10962330,94,2020-11-04T03:23:09Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5239993.74,5612712.96,124,0.0,63.48799999989569,59.27200000081211,0.4780000000065493,0.5119999999991588
1121,1121,10962635,94,2020-11-04T03:24:37Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5240139.529999999,5612869.12,305,0.0,156.160000000149,145.78999999910593,0.4779999999970686,0.5120000000004885
1122,1122,10963458,94,2020-11-04T03:27:02Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5240532.924,5613290.496,823,0.0,421.3760000001639,393.3940000003204,0.4780000000003893,0.5120000000001992
1123,1123,10963961,94,2020-11-04T03:27:50Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5240773.358,5613548.032,503,0.0,257.5359999993816,240.43400000035763,0.47800000000071097,0.5119999999987705
1124,1124,10965774,94,2020-11-04T03:28:01Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5241639.972,5614476.288,1813,0.0,928.2560000000522,866.6140000000596,0.4780000000000329,0.5120000000000288
1125,1125,10967227,94,2020-11-04T03:31:51Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5231367.279,5615220.224,1453,0.052292387984998356,743.9360000006855,-10272.69299999997,-7.069988300068802,0.5120000000004717
1126,1126,10967589,94,2020-11-04T03:33:07Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5242507.541999999,5615405.568,362,-0.052292387984998356,185.34399999957532,11140.262999999337,30.77420718231861,0.5119999999988268
1127,1127,10967847,94,2020-11-04T03:35:25Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5242630.865999999,5615537.664,258,0.0,132.09599999990314,123.32400000002235,0.47800000000008663,0.5119999999996245
1128,1128,10969385,94,2020-11-04T03:43:01Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5232396.6450000005,5616325.12,1538,0.052292387984998356,787.4560000002384,-10234.220999998972,-6.6542399219759245,0.512000000000155
1129,1129,10969893,94,2020-11-04T03:43:59Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5232638.961,5616585.216,508,0.0,260.09599999990314,242.31599999964237,0.476999999999296,0.5119999999998094
1130,1130,10971992,94,2020-11-04T03:46:57Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5233640.184,5617659.904,2099,0.0,1074.688000000082,1001.223000000231,0.47700000000011006,0.5120000000000391
1131,1131,10975715,94,2020-11-04T03:51:16Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5235416.055000001,5619566.08,3723,0.0,1906.1759999999776,1775.8710000002757,0.47700000000007403,0.511999999999994
1132,1132,10988526,94,2020-11-04T03:58:17Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5241526.902000001,5626125.312,12811,0.0,6559.2319999998435,6110.847000000067,0.47700000000000525,0.5119999999999878
1133,1133,10988636,94,2020-11-04T04:02:23Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5241579.372,5626181.632,110,0.0,56.32000000029802,52.46999999973923,0.4769999999976294,0.5120000000027093
1134,1134,10988726,94,2020-11-04T04:07:11Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5241622.302,5626227.712,90,0.0,46.080000000074506,42.92999999970198,0.47699999999668863,0.5120000000008278
1135,1135,10990130,94,2020-11-04T04:13:51Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5242292.010000001,5626946.5600000005,1404,0.0,718.848000000231,669.7080000005662,0.4770000000004033,0.5120000000001645
1136,1136,10997208,94,2020-11-04T04:13:58Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5245668.216,5630570.496,7078,0.0,3623.935999999754,3376.205999999307,0.4769999999999021,0.5119999999999653
1137,1137,10997833,94,2020-11-04T04:17:25Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5245966.341,5630890.496,625,0.0,320.0,298.125,0.477,0.512
1138,1138,10998591,94,2020-11-04T04:20:49Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5246327.907000001,5631278.592,758,0.0,388.09599999990314,361.5660000005737,0.4770000000007569,0.5119999999998722
1139,1139,11000546,94,2020-11-04T04:21:00Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5247260.442000001,5632279.552,1955,0.0,1000.9599999999627,932.535000000149,0.4770000000000762,0.5119999999999809
1140,1140,11003878,94,2020-11-04T04:22:20Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5248849.806000001,5633985.536,3332,0.0,1705.9840000001714,1589.3640000000596,0.4770000000000179,0.5120000000000514
1141,1141,11007116,94,2020-11-04T04:26:38Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5250394.332,5635643.392,3238,0.0,1657.8559999996796,1544.5259999996051,0.476999999999878,0.5119999999999011
1142,1142,11007499,94,2020-11-04T04:36:47Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5261584.522,5635839.488,383,-0.052292387984998356,196.09599999990314,11190.189999999478,29.217206266317177,0.5119999999997471
1143,1143,11007601,94,2020-11-04T04:37:06Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5261633.278,5635891.712,102,0.0,52.22400000039488,48.756000000052154,0.4780000000005113,0.5120000000038714
1144,1144,11008750,94,2020-11-04T04:45:56Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5251173.75,5636480.0,1149,0.052292387984998356,588.2879999997094,-10459.527999999933,-9.103157528285408,0.5119999999997471
1145,1145,11010618,94,2020-11-04T04:51:31Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5252064.786,5637436.416,1868,0.0,956.4160000002012,891.0360000003129,0.4770000000001675,0.5120000000001077
1146,1146,11011012,94,2020-11-04T04:53:58Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5252252.724,5637638.144,394,0.0,201.7280000001192,187.93800000008196,0.47700000000020804,0.5120000000003025
1147,1147,11011473,96,2020-11-04T04:57:52Z,florida,11100000,4617886,8474179,9501617,0.512,0.47700000000000004,0,51.769464105156715,5252472.621,5637874.176,461,0.0,236.03199999965727,219.8969999998808,0.4769999999997414,0.5119999999992566
1148,1148,11014145,96,2020-11-04T05:05:48Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5264761.31,5639242.24,2672,-0.052292387984998356,1368.0640000002459,12288.688999999315,4.5990602544907615,0.512000000000092
1149,1149,11016195,96,2020-11-04T05:25:58Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5265741.21,5640291.84,2050,0.0,1049.5999999996275,979.9000000003725,0.4780000000001817,0.5119999999998183
1150,1150,11016196,96,2020-11-04T05:26:18Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5265741.688,5640292.352,1,0.0,0.5120000001043081,0.4780000001192093,0.4780000001192093,0.5120000001043081
1151,1151,11017318,96,2020-11-04T05:35:39Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5266278.004,5640866.816000001,1122,0.0,574.4640000006184,536.3159999996424,0.47799999999968124,0.5120000000005511
1152,1152,11018531,96,2020-11-04T05:37:47Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5266857.818,5641487.872,1213,0.0,621.0559999998659,579.8140000002459,0.4780000000002027,0.5119999999998894
1153,1153,11029024,96,2020-11-04T05:44:50Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5271873.472,5646860.288,10493,0.0,5372.41599999927,5015.654000000097,0.47800000000000925,0.5119999999999304
1154,1154,11029172,96,2020-11-04T05:52:57Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5271944.216,5646936.064,148,0.0,75.77600000053644,70.74399999994785,0.4779999999996476,0.5120000000036246
1155,1155,11030632,96,2020-11-04T05:57:34Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5272642.096,5647683.584,1460,0.0,747.519999999553,697.8799999998882,0.47799999999992343,0.5119999999996938
1156,1156,11031440,96,2020-11-04T06:10:45Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5273028.319999999,5648097.28,808,0.0,413.69600000046194,386.22399999946356,0.47799999999933607,0.5120000000005717
1157,1157,11072446,99,2020-11-08T17:18:33Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5292629.188,5669092.352,41006,0.0,20995.071999999695,19600.868000000715,0.47800000000001747,0.5119999999999926
1158,1158,11072455,99,2020-11-08T17:23:09Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5292633.49,5669096.96,9,0.0,4.608000000007451,4.302000000141561,0.478000000015729,0.5120000000008278
1159,1159,11072612,99,2020-11-08T17:44:25Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5292708.535999999,5669177.3440000005,157,0.0,80.38400000054389,75.04599999915808,0.4779999999946375,0.5120000000034642
1160,1160,11072712,99,2020-11-08T17:52:19Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5292756.336,5669228.544,100,0.0,51.19999999925494,47.80000000074506,0.4780000000074506,0.5119999999925494
1161,1161,11075562,99,2020-11-08T19:26:12Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5294118.636,5670687.744,2850,0.0,1459.2000000001863,1362.2999999998137,0.47799999999993464,0.5120000000000654
1162,1162,11075668,99,2020-11-08T23:38:20Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5294169.304,5670742.016,106,0.0,54.27199999988079,50.66799999959767,0.4779999999962044,0.5119999999988754
1163,1163,11075685,99,2020-11-08T23:47:51Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5294177.43,5670750.72,17,0.0,8.703999999910593,8.126000000163913,0.47800000000964193,0.5119999999947408
1164,1164,11075687,99,2020-11-09T00:03:32Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5294178.386,5670751.744,2,0.0,1.0240000002086163,0.9560000002384186,0.4780000001192093,0.5120000001043081
1165,1165,11075706,99,2020-11-09T00:14:06Z,florida,11100000,4617886,8474179,9501617,0.512,0.478,0,51.717171717171716,5294187.467999999,5670761.472,19,0.0,9.72800000011921,9.081999999471009,0.47799999997215836,0.5120000000062742
1166,1166,0,0,2020-11-04T09:23:03Z,georgia,5025000,2089104,3900050,4141445,0.0,0.0,0,50.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1167,1167,408,0,2020-11-04T00:14:11Z,georgia,5025000,2089104,3900050,4141445,0.674,0.326,0,67.4,133.008,274.992,408,17.400000000000006,274.992,133.008,0.326,0.674
1168,1168,127106,2,2020-11-04T00:15:51Z,georgia,5025000,2089104,3900050,4141445,0.37,0.618,0,37.449392712550605,78551.508,47029.22,126698,-29.9506072874494,46754.228,78418.5,0.6189403147642425,0.3690210421632544
1169,1169,173638,3,2020-11-04T00:19:55Z,georgia,5025000,2089104,3900050,4141445,0.431,0.557,0,43.62348178137652,96716.36600000001,74837.978,46532,6.174089068825914,27808.758,18164.858000000007,0.39037346342302087,0.5976265365769793
1170,1170,174006,3,2020-11-04T00:21:57Z,georgia,5025000,2089104,3900050,4141445,0.43200000000000005,0.557,0,43.68048533872599,96921.342,75170.592,368,0.057003557349467826,332.6140000000014,204.9759999999951,0.5569999999999867,0.9038423913043516
1171,1171,174448,3,2020-11-04T00:22:23Z,georgia,5025000,2089104,3900050,4141445,0.433,0.556,0,43.781597573306364,96993.088,75535.984,442,0.10111223458037699,365.39199999999255,71.74599999999919,0.16232126696832394,0.8266787330316574
1172,1172,175150,3,2020-11-04T00:22:53Z,georgia,5025000,2089104,3900050,4141445,0.434,0.555,0,43.88270980788675,97208.25000000001,76015.1,702,0.1011122345803841,479.1160000000091,215.16200000001118,0.30649857549859144,0.6825014245014375
1173,1173,175264,3,2020-11-04T00:23:58Z,georgia,5025000,2089104,3900050,4141445,0.434,0.555,0,43.88270980788675,97271.52,76064.576,114,0.0,49.47599999999511,63.26999999998952,0.5549999999999081,0.4339999999999571
1174,1174,175564,3,2020-11-04T00:24:14Z,georgia,5025000,2089104,3900050,4141445,0.435,0.5539999999999999,0,43.983822042467146,97262.45599999999,76370.34,300,0.10111223458039831,305.7639999999956,-9.064000000013039,-0.030213333333376793,1.0192133333333186
1175,1175,176131,3,2020-11-04T00:24:49Z,georgia,5025000,2089104,3900050,4141445,0.435,0.5539999999999999,0,43.983822042467146,97576.574,76616.985,567,0.0,246.64500000000407,314.1180000000022,0.5540000000000039,0.43500000000000716
1176,1176,200351,4,2020-11-04T00:25:55Z,georgia,5025000,2089104,3900050,4141445,0.442,0.547,0,44.69160768452982,109591.997,88555.142,24220,0.7077856420626745,11938.157000000007,12015.42300000001,0.4960950867052027,0.49290491329479796
1177,1177,213213,4,2020-11-04T00:28:08Z,georgia,5025000,2089104,3900050,4141445,0.456,0.5329999999999999,0,46.10717896865521,113642.52899999998,97225.128,12862,1.4155712841253916,8669.98599999999,4050.5319999999774,0.3149224070906529,0.6740775929093445
1178,1178,215268,4,2020-11-04T00:29:54Z,georgia,5025000,2089104,3900050,4141445,0.45799999999999996,0.531,0,46.30940343781597,114307.308,98592.74399999999,2055,0.2022244691607611,1367.6159999999945,664.7790000000241,0.323493430656946,0.6655065693430631
1179,1179,215927,4,2020-11-04T00:30:54Z,georgia,5025000,2089104,3900050,4141445,0.45799999999999996,0.531,0,46.30940343781597,114657.23700000001,98894.56599999999,659,0.0,301.8220000000001,349.9290000000037,0.5310000000000057,0.4580000000000002
1180,1180,216354,4,2020-11-04T00:31:47Z,georgia,5025000,2089104,3900050,4141445,0.45799999999999996,0.531,0,46.30940343781597,114883.974,99090.132,427,0.0,195.56600000000617,226.7369999999937,0.5309999999999853,0.45800000000001445
1181,1181,217327,4,2020-11-04T00:31:54Z,georgia,5025000,2089104,3900050,4141445,0.45799999999999996,0.532,0,46.262626262626256,115617.964,99535.76599999999,973,-0.04677717518971747,445.6339999999909,733.9900000000052,0.7543576567317628,0.4579999999999907
1182,1182,220869,4,2020-11-04T00:32:53Z,georgia,5025000,2089104,3900050,4141445,0.46399999999999997,0.526,0,46.868686868686865,116177.09400000001,102483.21599999999,3542,0.6060606060606091,2947.449999999997,559.1300000000047,0.15785714285714417,0.8321428571428563
1183,1183,221921,4,2020-11-04T00:34:05Z,georgia,5025000,2089104,3900050,4141445,0.46399999999999997,0.526,0,46.868686868686865,116730.44600000001,102971.344,1052,0.0,488.1280000000115,553.351999999999,0.525999999999999,0.46400000000001096
1184,1184,225197,4,2020-11-04T00:36:20Z,georgia,5025000,2089104,3900050,4141445,0.47,0.52,0,47.474747474747474,117102.44,105842.59,3276,0.6060606060606091,2871.245999999999,371.9939999999915,0.11355128205127946,0.8764487179487177
1185,1185,242777,5,2020-11-04T00:36:53Z,georgia,5025000,2089104,3900050,4141445,0.486,0.504,0,49.090909090909086,122359.60800000001,117989.622,17580,1.6161616161616124,12147.032000000007,5257.168000000005,0.29904254835039845,0.6909574516496022
1186,1186,244354,5,2020-11-04T00:38:52Z,georgia,5025000,2089104,3900050,4141445,0.488,0.502,0,49.292929292929294,122665.708,119244.752,1577,0.20202020202020776,1255.12999999999,306.09999999999127,0.19410272669625317,0.795897273303735
1187,1187,246674,5,2020-11-04T00:39:56Z,georgia,5025000,2089104,3900050,4141445,0.491,0.499,0,49.5959595959596,123090.326,121116.934,2320,0.30303030303030454,1872.1820000000007,424.6180000000022,0.18302500000000096,0.8069750000000003
1188,1188,258621,5,2020-11-04T00:40:53Z,georgia,5025000,2089104,3900050,4141445,0.503,0.488,0,50.75681130171544,126207.048,130086.363,11947,1.1608517057558387,8969.429000000004,3116.7219999999943,0.26087904913367327,0.7507683100359926
